95% Lower,95% Upper,Life expectancy at birth,Local Authority,Old Ward Code,Ward,Ward name,end year,gender,start year
75.0,78.0,76.5,Havering,00ARGT,E05000321,South Hornchurch,2005,Male,2001
77.6,80.6,79.1,Havering,00ARGT,E05000321,South Hornchurch,2005,Female,2001
75.7,78.7,77.2,Havering,00ARGT,E05000321,South Hornchurch,06,Male,2002
77.4,80.5,79.0,Havering,00ARGT,E05000321,South Hornchurch,06,Female,2002
76.7,79.6,78.1,Havering,00ARGT,E05000321,South Hornchurch,07,Male,2003
78.5,81.2,79.9,Havering,00ARGT,E05000321,South Hornchurch,07,Female,2003
76.3,79.2,77.7,Havering,00ARGT,E05000321,South Hornchurch,08,Male,2004
79.4,82.1,80.8,Havering,00ARGT,E05000321,South Hornchurch,08,Female,2004
75.9,78.8,77.3,Havering,00ARGT,E05000321,South Hornchurch,09,Male,2005
79.6,82.4,81.0,Havering,00ARGT,E05000321,South Hornchurch,09,Female,2005
75.6,78.5,77.1,Havering,00ARGT,E05000321,South Hornchurch,10,Male,2006
79.9,82.6,81.2,Havering,00ARGT,E05000321,South Hornchurch,10,Female,2006
76.3,79.0,77.6,Havering,00ARGT,E05000321,South Hornchurch,11,Male,2007
80.0,82.9,81.5,Havering,00ARGT,E05000321,South Hornchurch,11,Female,2007
76.2,78.8,77.5,Havering,00ARGT,E05000321,South Hornchurch,12,Male,2008
81.2,84.3,82.8,Havering,00ARGT,E05000321,South Hornchurch,12,Female,2008
76.0,78.8,77.4,Havering,00ARGT,E05000321,South Hornchurch,13,Male,2009
81.5,84.6,83.1,Havering,00ARGT,E05000321,South Hornchurch,13,Female,2009
76.5,79.3,77.9,Havering,00ARGT,E05000321,South Hornchurch,14,Male,2010
82.0,85.0,83.5,Havering,00ARGT,E05000321,South Hornchurch,14,Female,2010
76.2,79.2,77.7,Havering,00ARGU,E05000322,Squirrels Heath,2003,Male,1999
81.4,84.0,82.7,Havering,00ARGU,E05000322,Squirrels Heath,2003,Female,1999
76.0,79.0,77.5,Havering,00ARGU,E05000322,Squirrels Heath,2004,Male,2000
81.3,83.9,82.6,Havering,00ARGU,E05000322,Squirrels Heath,2004,Female,2000
76.8,79.7,78.3,Havering,00ARGU,E05000322,Squirrels Heath,2005,Male,2001
82.3,85.0,83.6,Havering,00ARGU,E05000322,Squirrels Heath,2005,Female,2001
78.2,81.1,79.6,Havering,00ARGU,E05000322,Squirrels Heath,06,Male,2002
82.3,85.0,83.6,Havering,00ARGU,E05000322,Squirrels Heath,06,Female,2002
78.4,81.3,79.8,Havering,00ARGU,E05000322,Squirrels Heath,07,Male,2003
82.5,85.2,83.8,Havering,00ARGU,E05000322,Squirrels Heath,07,Female,2003
78.7,81.9,80.3,Havering,00ARGU,E05000322,Squirrels Heath,08,Male,2004
82.4,85.2,83.8,Havering,00ARGU,E05000322,Squirrels Heath,08,Female,2004
79.2,82.2,80.7,Havering,00ARGU,E05000322,Squirrels Heath,09,Male,2005
82.4,85.3,83.8,Havering,00ARGU,E05000322,Squirrels Heath,09,Female,2005
79.6,82.5,81.0,Havering,00ARGU,E05000322,Squirrels Heath,10,Male,2006
82.1,85.0,83.5,Havering,00ARGU,E05000322,Squirrels Heath,10,Female,2006
79.6,82.5,81.0,Havering,00ARGU,E05000322,Squirrels Heath,11,Male,2007
82.7,85.9,84.3,Havering,00ARGU,E05000322,Squirrels Heath,11,Female,2007
79.7,82.7,81.2,Havering,00ARGU,E05000322,Squirrels Heath,12,Male,2008
82.5,85.9,84.2,Havering,00ARGU,E05000322,Squirrels Heath,12,Female,2008
79.2,82.2,80.7,Havering,00ARGU,E05000322,Squirrels Heath,13,Male,2009
82.9,86.5,84.7,Havering,00ARGU,E05000322,Squirrels Heath,13,Female,2009
79.5,82.5,81.0,Havering,00ARGU,E05000322,Squirrels Heath,14,Male,2010
83.4,86.8,85.1,Havering,00ARGU,E05000322,Squirrels Heath,14,Female,2010
75.3,78.1,76.7,Havering,00ARGW,E05000323,Upminster,2003,Male,1999
79.4,81.7,80.6,Havering,00ARGW,E05000323,Upminster,2003,Female,1999
75.9,78.6,77.2,Havering,00ARGW,E05000323,Upminster,2004,Male,2000
79.6,81.7,80.7,Havering,00ARGW,E05000323,Upminster,2004,Female,2000
76.6,79.3,78.0,Havering,00ARGW,E05000323,Upminster,2005,Male,2001
79.7,81.8,80.7,Havering,00ARGW,E05000323,Upminster,2005,Female,2001
77.0,79.6,78.3,Havering,00ARGW,E05000323,Upminster,06,Male,2002
79.8,82.0,80.9,Havering,00ARGW,E05000323,Upminster,06,Female,2002
77.8,80.1,79.0,Havering,00ARGW,E05000323,Upminster,07,Male,2003
80.4,82.4,81.4,Havering,00ARGW,E05000323,Upminster,07,Female,2003
78.7,80.8,79.8,Havering,00ARGW,E05000323,Upminster,08,Male,2004
80.6,82.6,81.6,Havering,00ARGW,E05000323,Upminster,08,Female,2004
78.9,80.9,79.9,Havering,00ARGW,E05000323,Upminster,09,Male,2005
80.6,82.7,81.6,Havering,00ARGW,E05000323,Upminster,09,Female,2005
78.8,80.9,79.8,Havering,00ARGW,E05000323,Upminster,10,Male,2006
81.2,83.4,82.3,Havering,00ARGW,E05000323,Upminster,10,Female,2006
79.0,81.3,80.2,Havering,00ARGW,E05000323,Upminster,11,Male,2007
81.9,83.8,82.8,Havering,00ARGW,E05000323,Upminster,11,Female,2007
78.9,81.4,80.2,Havering,00ARGW,E05000323,Upminster,12,Male,2008
82.6,84.5,83.5,Havering,00ARGW,E05000323,Upminster,12,Female,2008
79.5,82.0,80.8,Havering,00ARGW,E05000323,Upminster,13,Male,2009
83.2,85.1,84.2,Havering,00ARGW,E05000323,Upminster,13,Female,2009
79.8,82.4,81.1,Havering,00ARGW,E05000323,Upminster,14,Male,2010
83.1,85.1,84.1,Havering,00ARGW,E05000323,Upminster,14,Female,2010
73.1,76.8,74.9,Hillingdon,00ASGG,E05000324,Barnhill,2003,Male,1999
80.7,85.2,83.0,Hillingdon,00ASGG,E05000324,Barnhill,2003,Female,1999
73.0,76.6,74.8,Hillingdon,00ASGG,E05000324,Barnhill,2004,Male,2000
80.2,84.0,82.1,Hillingdon,00ASGG,E05000324,Barnhill,2004,Female,2000
73.3,76.9,75.1,Hillingdon,00ASGG,E05000324,Barnhill,2005,Male,2001
80.2,83.9,82.1,Hillingdon,00ASGG,E05000324,Barnhill,2005,Female,2001
73.5,77.0,75.3,Hillingdon,00ASGG,E05000324,Barnhill,06,Male,2002
80.6,83.7,82.2,Hillingdon,00ASGG,E05000324,Barnhill,06,Female,2002
74.5,78.0,76.3,Hillingdon,00ASGG,E05000324,Barnhill,07,Male,2003
79.6,82.7,81.1,Hillingdon,00ASGG,E05000324,Barnhill,07,Female,2003
75.0,78.4,76.7,Hillingdon,00ASGG,E05000324,Barnhill,08,Male,2004
79.4,82.5,81.0,Hillingdon,00ASGG,E05000324,Barnhill,08,Female,2004
75.4,79.0,77.2,Hillingdon,00ASGG,E05000324,Barnhill,09,Male,2005
79.5,82.8,81.2,Hillingdon,00ASGG,E05000324,Barnhill,09,Female,2005
76.0,79.8,77.9,Hillingdon,00ASGG,E05000324,Barnhill,10,Male,2006
79.6,82.9,81.2,Hillingdon,00ASGG,E05000324,Barnhill,10,Female,2006
76.6,80.0,78.3,Hillingdon,00ASGG,E05000324,Barnhill,11,Male,2007
79.7,83.0,81.3,Hillingdon,00ASGG,E05000324,Barnhill,11,Female,2007
76.7,80.3,78.5,Hillingdon,00ASGG,E05000324,Barnhill,12,Male,2008
80.3,84.0,82.1,Hillingdon,00ASGG,E05000324,Barnhill,12,Female,2008
77.6,81.2,79.4,Hillingdon,00ASGG,E05000324,Barnhill,13,Male,2009
80.1,84.1,82.1,Hillingdon,00ASGG,E05000324,Barnhill,13,Female,2009
77.7,81.7,79.7,Hillingdon,00ASGG,E05000324,Barnhill,14,Male,2010
80.4,84.2,82.3,Hillingdon,00ASGG,E05000324,Barnhill,14,Female,2010
72.6,75.7,74.2,Hillingdon,00ASGH,E05000325,Botwell,2003,Male,1999
76.7,80.0,78.3,Hillingdon,00ASGH,E05000325,Botwell,2003,Female,1999
72.3,75.3,73.8,Hillingdon,00ASGH,E05000325,Botwell,2004,Male,2000
76.0,79.2,77.6,Hillingdon,00ASGH,E05000325,Botwell,2004,Female,2000
72.7,75.7,74.2,Hillingdon,00ASGH,E05000325,Botwell,2005,Male,2001
76.7,79.9,78.3,Hillingdon,00ASGH,E05000325,Botwell,2005,Female,2001
73.4,76.4,74.9,Hillingdon,00ASGH,E05000325,Botwell,06,Male,2002
76.5,79.5,78.0,Hillingdon,00ASGH,E05000325,Botwell,06,Female,2002
74.2,77.2,75.7,Hillingdon,00ASGH,E05000325,Botwell,07,Male,2003
76.9,79.9,78.4,Hillingdon,00ASGH,E05000325,Botwell,07,Female,2003
74.1,77.2,75.7,Hillingdon,00ASGH,E05000325,Botwell,08,Male,2004
77.3,80.4,78.9,Hillingdon,00ASGH,E05000325,Botwell,08,Female,2004
74.3,77.6,76.0,Hillingdon,00ASGH,E05000325,Botwell,09,Male,2005
79.4,82.4,80.9,Hillingdon,00ASGH,E05000325,Botwell,09,Female,2005
74.6,78.1,76.4,Hillingdon,00ASGH,E05000325,Botwell,10,Male,2006
79.1,82.1,80.6,Hillingdon,00ASGH,E05000325,Botwell,10,Female,2006
75.0,78.3,76.7,Hillingdon,00ASGH,E05000325,Botwell,11,Male,2007
79.3,82.4,80.9,Hillingdon,00ASGH,E05000325,Botwell,11,Female,2007
75.0,78.1,76.6,Hillingdon,00ASGH,E05000325,Botwell,12,Male,2008
78.6,81.4,80.0,Hillingdon,00ASGH,E05000325,Botwell,12,Female,2008
75.0,77.8,76.4,Hillingdon,00ASGH,E05000325,Botwell,13,Male,2009
78.5,81.2,79.8,Hillingdon,00ASGH,E05000325,Botwell,13,Female,2009
76.1,78.7,77.4,Hillingdon,00ASGH,E05000325,Botwell,14,Male,2010
78.6,81.2,79.9,Hillingdon,00ASGH,E05000325,Botwell,14,Female,2010
73.1,76.6,74.8,Hillingdon,00ASGJ,E05000326,Brunel,2003,Male,1999
78.6,81.8,80.2,Hillingdon,00ASGJ,E05000326,Brunel,2003,Female,1999
73.4,76.7,75.0,Hillingdon,00ASGJ,E05000326,Brunel,2004,Male,2000
79.7,82.9,81.3,Hillingdon,00ASGJ,E05000326,Brunel,2004,Female,2000
74.3,77.7,76.0,Hillingdon,00ASGJ,E05000326,Brunel,2005,Male,2001
80.4,83.9,82.1,Hillingdon,00ASGJ,E05000326,Brunel,2005,Female,2001
75.3,78.8,77.0,Hillingdon,00ASGJ,E05000326,Brunel,06,Male,2002
80.6,84.5,82.6,Hillingdon,00ASGJ,E05000326,Brunel,06,Female,2002
75.9,79.6,77.7,Hillingdon,00ASGJ,E05000326,Brunel,07,Male,2003
81.2,85.0,83.1,Hillingdon,00ASGJ,E05000326,Brunel,07,Female,2003
77.1,81.1,79.1,Hillingdon,00ASGJ,E05000326,Brunel,08,Male,2004
80.3,84.0,82.1,Hillingdon,00ASGJ,E05000326,Brunel,08,Female,2004
76.2,80.1,78.2,Hillingdon,00ASGJ,E05000326,Brunel,09,Male,2005
79.9,83.6,81.7,Hillingdon,00ASGJ,E05000326,Brunel,09,Female,2005
76.2,80.1,78.2,Hillingdon,00ASGJ,E05000326,Brunel,10,Male,2006
79.7,83.6,81.6,Hillingdon,00ASGJ,E05000326,Brunel,10,Female,2006
76.8,81.1,79.0,Hillingdon,00ASGJ,E05000326,Brunel,11,Male,2007
80.0,83.7,81.9,Hillingdon,00ASGJ,E05000326,Brunel,11,Female,2007
76.4,80.7,78.5,Hillingdon,00ASGJ,E05000326,Brunel,12,Male,2008
80.3,83.9,82.1,Hillingdon,00ASGJ,E05000326,Brunel,12,Female,2008
75.7,79.7,77.7,Hillingdon,00ASGJ,E05000326,Brunel,13,Male,2009
81.1,84.7,82.9,Hillingdon,00ASGJ,E05000326,Brunel,13,Female,2009
76.5,81.0,78.7,Hillingdon,00ASGJ,E05000326,Brunel,14,Male,2010
81.7,85.5,83.6,Hillingdon,00ASGJ,E05000326,Brunel,14,Female,2010
77.7,80.5,79.1,Hillingdon,00ASGK,E05000327,Cavendish,2003,Male,1999
80.9,84.0,82.5,Hillingdon,00ASGK,E05000327,Cavendish,2003,Female,1999
76.9,79.9,78.4,Hillingdon,00ASGK,E05000327,Cavendish,2004,Male,2000
81.5,84.5,83.0,Hillingdon,00ASGK,E05000327,Cavendish,2004,Female,2000
76.5,79.6,78.1,Hillingdon,00ASGK,E05000327,Cavendish,2005,Male,2001
81.3,84.4,82.9,Hillingdon,00ASGK,E05000327,Cavendish,2005,Female,2001
76.7,79.9,78.3,Hillingdon,00ASGK,E05000327,Cavendish,06,Male,2002
82.2,85.4,83.8,Hillingdon,00ASGK,E05000327,Cavendish,06,Female,2002
76.8,80.0,78.4,Hillingdon,00ASGK,E05000327,Cavendish,07,Male,2003
83.0,86.4,84.7,Hillingdon,00ASGK,E05000327,Cavendish,07,Female,2003
77.4,80.7,79.0,Hillingdon,00ASGK,E05000327,Cavendish,08,Male,2004
82.2,85.4,83.8,Hillingdon,00ASGK,E05000327,Cavendish,08,Female,2004
79.0,82.0,80.5,Hillingdon,00ASGK,E05000327,Cavendish,09,Male,2005
82.6,85.8,84.2,Hillingdon,00ASGK,E05000327,Cavendish,09,Female,2005
79.2,82.2,80.7,Hillingdon,00ASGK,E05000327,Cavendish,10,Male,2006
83.1,86.2,84.6,Hillingdon,00ASGK,E05000327,Cavendish,10,Female,2006
79.5,82.6,81.1,Hillingdon,00ASGK,E05000327,Cavendish,11,Male,2007
83.2,86.3,84.7,Hillingdon,00ASGK,E05000327,Cavendish,11,Female,2007
79.5,82.7,81.1,Hillingdon,00ASGK,E05000327,Cavendish,12,Male,2008
83.0,86.0,84.5,Hillingdon,00ASGK,E05000327,Cavendish,12,Female,2008
79.6,82.8,81.2,Hillingdon,00ASGK,E05000327,Cavendish,13,Male,2009
84.1,86.9,85.5,Hillingdon,00ASGK,E05000327,Cavendish,13,Female,2009
80.0,83.3,81.6,Hillingdon,00ASGK,E05000327,Cavendish,14,Male,2010
84.4,87.4,85.9,Hillingdon,00ASGK,E05000327,Cavendish,14,Female,2010
75.5,78.5,77.0,Hillingdon,00ASGL,E05000328,Charville,2003,Male,1999
79.3,82.4,80.9,Hillingdon,00ASGL,E05000328,Charville,2003,Female,1999
76.5,79.4,77.9,Hillingdon,00ASGL,E05000328,Charville,2004,Male,2000
79.0,81.9,80.4,Hillingdon,00ASGL,E05000328,Charville,2004,Female,2000
77.0,79.8,78.4,Hillingdon,00ASGL,E05000328,Charville,2005,Male,2001
79.4,82.4,80.9,Hillingdon,00ASGL,E05000328,Charville,2005,Female,2001
76.0,78.9,77.5,Hillingdon,00ASGL,E05000328,Charville,06,Male,2002
78.8,81.8,80.3,Hillingdon,00ASGL,E05000328,Charville,06,Female,2002
76.0,79.0,77.5,Hillingdon,00ASGL,E05000328,Charville,07,Male,2003
78.4,81.6,80.0,Hillingdon,00ASGL,E05000328,Charville,07,Female,2003
76.8,80.0,78.4,Hillingdon,00ASGL,E05000328,Charville,08,Male,2004
79.1,82.2,80.7,Hillingdon,00ASGL,E05000328,Charville,08,Female,2004
76.8,80.5,78.6,Hillingdon,00ASGL,E05000328,Charville,09,Male,2005
80.0,83.2,81.6,Hillingdon,00ASGL,E05000328,Charville,09,Female,2005
76.8,80.6,78.7,Hillingdon,00ASGL,E05000328,Charville,10,Male,2006
80.3,83.6,82.0,Hillingdon,00ASGL,E05000328,Charville,10,Female,2006
78.5,82.2,80.3,Hillingdon,00ASGL,E05000328,Charville,11,Male,2007
80.9,84.2,82.5,Hillingdon,00ASGL,E05000328,Charville,11,Female,2007
78.7,82.2,80.4,Hillingdon,00ASGL,E05000328,Charville,12,Male,2008
81.1,84.1,82.6,Hillingdon,00ASGL,E05000328,Charville,12,Female,2008
78.5,82.2,80.3,Hillingdon,00ASGL,E05000328,Charville,13,Male,2009
81.0,84.1,82.5,Hillingdon,00ASGL,E05000328,Charville,13,Female,2009
78.3,81.9,80.1,Hillingdon,00ASGL,E05000328,Charville,14,Male,2010
81.7,84.6,83.2,Hillingdon,00ASGL,E05000328,Charville,14,Female,2010
78.7,82.4,80.5,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,2003,Male,1999
83.8,86.7,85.3,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,2003,Female,1999
78.2,81.9,80.1,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,2004,Male,2000
84.1,87.1,85.6,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,2004,Female,2000
77.8,81.6,79.7,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,2005,Male,2001
83.1,86.1,84.6,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,2005,Female,2001
77.6,82.1,79.9,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,06,Male,2002
83.2,86.4,84.8,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,06,Female,2002
78.2,82.6,80.4,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,07,Male,2003
85.0,87.9,86.4,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,07,Female,2003
78.2,82.2,80.2,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,08,Male,2004
85.2,88.4,86.8,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,08,Female,2004
78.6,82.7,80.6,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,09,Male,2005
85.3,88.6,86.9,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,09,Female,2005
79.4,83.2,81.3,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,10,Male,2006
86.4,89.7,88.0,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,10,Female,2006
80.6,84.0,82.3,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,11,Male,2007
86.9,90.2,88.5,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,11,Female,2007
81.7,84.9,83.3,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,12,Male,2008
86.7,90.2,88.5,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,12,Female,2008
82.3,85.5,83.9,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,13,Male,2009
86.5,90.4,88.5,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,13,Female,2009
83.7,87.1,85.4,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,14,Male,2010
86.4,90.4,88.4,Hillingdon,00ASGM,E05000329,Eastcote and East Ruislip,14,Female,2010
70.4,74.8,72.6,Hillingdon,00ASGN,E05000330,Harefield,2003,Male,1999
76.7,80.4,78.5,Hillingdon,00ASGN,E05000330,Harefield,2003,Female,1999
69.9,74.4,72.2,Hillingdon,00ASGN,E05000330,Harefield,2004,Male,2000
76.6,80.1,78.4,Hillingdon,00ASGN,E05000330,Harefield,2004,Female,2000
71.1,75.5,73.3,Hillingdon,00ASGN,E05000330,Harefield,2005,Male,2001
77.5,80.5,79.0,Hillingdon,00ASGN,E05000330,Harefield,2005,Female,2001
72.8,76.8,74.8,Hillingdon,00ASGN,E05000330,Harefield,06,Male,2002
77.3,80.4,78.9,Hillingdon,00ASGN,E05000330,Harefield,06,Female,2002
73.7,78.0,75.9,Hillingdon,00ASGN,E05000330,Harefield,07,Male,2003
77.1,80.3,78.7,Hillingdon,00ASGN,E05000330,Harefield,07,Female,2003
75.0,79.0,77.0,Hillingdon,00ASGN,E05000330,Harefield,08,Male,2004
78.0,81.1,79.5,Hillingdon,00ASGN,E05000330,Harefield,08,Female,2004
76.8,80.8,78.8,Hillingdon,00ASGN,E05000330,Harefield,09,Male,2005
79.0,82.0,80.5,Hillingdon,00ASGN,E05000330,Harefield,09,Female,2005
76.5,80.4,78.5,Hillingdon,00ASGN,E05000330,Harefield,10,Male,2006
80.1,83.2,81.7,Hillingdon,00ASGN,E05000330,Harefield,10,Female,2006
76.4,80.4,78.4,Hillingdon,00ASGN,E05000330,Harefield,11,Male,2007
80.3,83.2,81.8,Hillingdon,00ASGN,E05000330,Harefield,11,Female,2007
76.3,80.2,78.2,Hillingdon,00ASGN,E05000330,Harefield,12,Male,2008
80.8,83.8,82.3,Hillingdon,00ASGN,E05000330,Harefield,12,Female,2008
75.8,80.0,77.9,Hillingdon,00ASGN,E05000330,Harefield,13,Male,2009
80.8,83.9,82.3,Hillingdon,00ASGN,E05000330,Harefield,13,Female,2009
75.2,79.6,77.4,Hillingdon,00ASGN,E05000330,Harefield,14,Male,2010
80.3,83.3,81.8,Hillingdon,00ASGN,E05000330,Harefield,14,Female,2010
73.3,76.9,75.1,Hillingdon,00ASGP,E05000331,Heathrow Villages,2003,Male,1999
80.7,84.7,82.7,Hillingdon,00ASGP,E05000331,Heathrow Villages,2003,Female,1999
74.1,77.7,75.9,Hillingdon,00ASGP,E05000331,Heathrow Villages,2004,Male,2000
80.7,84.4,82.6,Hillingdon,00ASGP,E05000331,Heathrow Villages,2004,Female,2000
74.4,77.8,76.1,Hillingdon,00ASGP,E05000331,Heathrow Villages,2005,Male,2001
79.7,83.2,81.5,Hillingdon,00ASGP,E05000331,Heathrow Villages,2005,Female,2001
75.4,79.8,77.6,Hillingdon,00ASGP,E05000331,Heathrow Villages,06,Male,2002
79.7,83.3,81.5,Hillingdon,00ASGP,E05000331,Heathrow Villages,06,Female,2002
76.7,81.0,78.8,Hillingdon,00ASGP,E05000331,Heathrow Villages,07,Male,2003
79.1,82.7,80.9,Hillingdon,00ASGP,E05000331,Heathrow Villages,07,Female,2003
76.2,80.4,78.3,Hillingdon,00ASGP,E05000331,Heathrow Villages,08,Male,2004
79.9,83.4,81.6,Hillingdon,00ASGP,E05000331,Heathrow Villages,08,Female,2004
76.0,79.9,77.9,Hillingdon,00ASGP,E05000331,Heathrow Villages,09,Male,2005
81.1,84.8,82.9,Hillingdon,00ASGP,E05000331,Heathrow Villages,09,Female,2005
75.3,79.3,77.3,Hillingdon,00ASGP,E05000331,Heathrow Villages,10,Male,2006
81.9,85.9,83.9,Hillingdon,00ASGP,E05000331,Heathrow Villages,10,Female,2006
76.4,80.1,78.3,Hillingdon,00ASGP,E05000331,Heathrow Villages,11,Male,2007
81.5,85.5,83.5,Hillingdon,00ASGP,E05000331,Heathrow Villages,11,Female,2007
76.6,80.2,78.4,Hillingdon,00ASGP,E05000331,Heathrow Villages,12,Male,2008
81.6,85.6,83.6,Hillingdon,00ASGP,E05000331,Heathrow Villages,12,Female,2008
77.1,80.7,78.9,Hillingdon,00ASGP,E05000331,Heathrow Villages,13,Male,2009
81.2,85.1,83.2,Hillingdon,00ASGP,E05000331,Heathrow Villages,13,Female,2009
77.7,81.3,79.5,Hillingdon,00ASGP,E05000331,Heathrow Villages,14,Male,2010
81.1,84.9,83.0,Hillingdon,00ASGP,E05000331,Heathrow Villages,14,Female,2010
73.5,76.8,75.2,Hillingdon,00ASGQ,E05000332,Hillingdon East,2003,Male,1999
78.6,81.5,80.1,Hillingdon,00ASGQ,E05000332,Hillingdon East,2003,Female,1999
73.7,77.1,75.4,Hillingdon,00ASGQ,E05000332,Hillingdon East,2004,Male,2000
78.7,81.5,80.1,Hillingdon,00ASGQ,E05000332,Hillingdon East,2004,Female,2000
73.9,77.3,75.6,Hillingdon,00ASGQ,E05000332,Hillingdon East,2005,Male,2001
79.6,82.4,81.0,Hillingdon,00ASGQ,E05000332,Hillingdon East,2005,Female,2001
74.9,78.2,76.5,Hillingdon,00ASGQ,E05000332,Hillingdon East,06,Male,2002
78.7,81.6,80.1,Hillingdon,00ASGQ,E05000332,Hillingdon East,06,Female,2002
75.4,78.7,77.0,Hillingdon,00ASGQ,E05000332,Hillingdon East,07,Male,2003
78.5,81.4,80.0,Hillingdon,00ASGQ,E05000332,Hillingdon East,07,Female,2003
75.0,78.2,76.6,Hillingdon,00ASGQ,E05000332,Hillingdon East,08,Male,2004
79.4,82.3,80.8,Hillingdon,00ASGQ,E05000332,Hillingdon East,08,Female,2004
75.2,78.3,76.8,Hillingdon,00ASGQ,E05000332,Hillingdon East,09,Male,2005
80.2,83.2,81.7,Hillingdon,00ASGQ,E05000332,Hillingdon East,09,Female,2005
76.1,79.1,77.6,Hillingdon,00ASGQ,E05000332,Hillingdon East,10,Male,2006
79.8,82.9,81.3,Hillingdon,00ASGQ,E05000332,Hillingdon East,10,Female,2006
76.5,79.5,78.0,Hillingdon,00ASGQ,E05000332,Hillingdon East,11,Male,2007
81.1,84.2,82.7,Hillingdon,00ASGQ,E05000332,Hillingdon East,11,Female,2007
76.8,79.9,78.3,Hillingdon,00ASGQ,E05000332,Hillingdon East,12,Male,2008
81.7,85.1,83.4,Hillingdon,00ASGQ,E05000332,Hillingdon East,12,Female,2008
77.0,80.3,78.6,Hillingdon,00ASGQ,E05000332,Hillingdon East,13,Male,2009
81.4,85.1,83.2,Hillingdon,00ASGQ,E05000332,Hillingdon East,13,Female,2009
78.0,81.3,79.6,Hillingdon,00ASGQ,E05000332,Hillingdon East,14,Male,2010
81.9,85.6,83.7,Hillingdon,00ASGQ,E05000332,Hillingdon East,14,Female,2010
77.9,81.2,79.5,Hillingdon,00ASGR,E05000333,Ickenham,2003,Male,1999
81.8,85.1,83.4,Hillingdon,00ASGR,E05000333,Ickenham,2003,Female,1999
78.0,81.3,79.7,Hillingdon,00ASGR,E05000333,Ickenham,2004,Male,2000
80.6,83.9,82.3,Hillingdon,00ASGR,E05000333,Ickenham,2004,Female,2000
78.1,81.8,79.9,Hillingdon,00ASGR,E05000333,Ickenham,2005,Male,2001
81.1,84.4,82.7,Hillingdon,00ASGR,E05000333,Ickenham,2005,Female,2001
77.8,81.1,79.4,Hillingdon,00ASGR,E05000333,Ickenham,06,Male,2002
81.9,85.8,83.9,Hillingdon,00ASGR,E05000333,Ickenham,06,Female,2002
78.6,82.0,80.3,Hillingdon,00ASGR,E05000333,Ickenham,07,Male,2003
82.0,85.8,83.9,Hillingdon,00ASGR,E05000333,Ickenham,07,Female,2003
78.3,81.6,80.0,Hillingdon,00ASGR,E05000333,Ickenham,08,Male,2004
83.2,87.0,85.1,Hillingdon,00ASGR,E05000333,Ickenham,08,Female,2004
78.8,82.3,80.5,Hillingdon,00ASGR,E05000333,Ickenham,09,Male,2005
84.5,88.3,86.4,Hillingdon,00ASGR,E05000333,Ickenham,09,Female,2005
79.3,82.5,80.9,Hillingdon,00ASGR,E05000333,Ickenham,10,Male,2006
85.6,89.5,87.5,Hillingdon,00ASGR,E05000333,Ickenham,10,Female,2006
80.5,83.8,82.2,Hillingdon,00ASGR,E05000333,Ickenham,11,Male,2007
85.1,88.5,86.8,Hillingdon,00ASGR,E05000333,Ickenham,11,Female,2007
80.7,83.9,82.3,Hillingdon,00ASGR,E05000333,Ickenham,12,Male,2008
85.3,88.8,87.0,Hillingdon,00ASGR,E05000333,Ickenham,12,Female,2008
81.6,84.8,83.2,Hillingdon,00ASGR,E05000333,Ickenham,13,Male,2009
84.9,88.6,86.8,Hillingdon,00ASGR,E05000333,Ickenham,13,Female,2009
81.9,84.8,83.4,Hillingdon,00ASGR,E05000333,Ickenham,14,Male,2010
84.7,88.3,86.5,Hillingdon,00ASGR,E05000333,Ickenham,14,Female,2010
76.3,79.8,78.0,Hillingdon,00ASGS,E05000334,Manor,2003,Male,1999
82.4,85.1,83.8,Hillingdon,00ASGS,E05000334,Manor,2003,Female,1999
75.9,79.3,77.6,Hillingdon,00ASGS,E05000334,Manor,2004,Male,2000
82.4,85.2,83.8,Hillingdon,00ASGS,E05000334,Manor,2004,Female,2000
76.0,79.3,77.6,Hillingdon,00ASGS,E05000334,Manor,2005,Male,2001
