95% Lower,95% Upper,Life expectancy at birth,Local Authority,Old Ward Code,Ward,Ward name,end year,gender,start year
73.5,78.3,75.9,Barking and Dagenham,00ABFX,E05000026,Abbey,2003,Male,1999
78.3,82.4,80.3,Barking and Dagenham,00ABFX,E05000026,Abbey,2003,Female,1999
72.2,76.3,74.3,Barking and Dagenham,00ABFX,E05000026,Abbey,2004,Male,2000
79.0,83.2,81.1,Barking and Dagenham,00ABFX,E05000026,Abbey,2004,Female,2000
73.4,77.7,75.6,Barking and Dagenham,00ABFX,E05000026,Abbey,2005,Male,2001
79.2,83.3,81.2,Barking and Dagenham,00ABFX,E05000026,Abbey,2005,Female,2001
73.6,78.6,76.1,Barking and Dagenham,00ABFX,E05000026,Abbey,06,Male,2002
78.4,82.9,80.6,Barking and Dagenham,00ABFX,E05000026,Abbey,06,Female,2002
74.0,80.1,77.0,Barking and Dagenham,00ABFX,E05000026,Abbey,07,Male,2003
79.5,84.6,82.0,Barking and Dagenham,00ABFX,E05000026,Abbey,07,Female,2003
74.9,80.5,77.7,Barking and Dagenham,00ABFX,E05000026,Abbey,08,Male,2004
80.2,85.6,82.9,Barking and Dagenham,00ABFX,E05000026,Abbey,08,Female,2004
77.4,83.7,80.6,Barking and Dagenham,00ABFX,E05000026,Abbey,09,Male,2005
80.5,85.9,83.2,Barking and Dagenham,00ABFX,E05000026,Abbey,09,Female,2005
77.4,83.8,80.6,Barking and Dagenham,00ABFX,E05000026,Abbey,10,Male,2006
81.2,87.0,84.1,Barking and Dagenham,00ABFX,E05000026,Abbey,10,Female,2006
78.2,83.8,81.0,Barking and Dagenham,00ABFX,E05000026,Abbey,11,Male,2007
80.5,85.6,83.1,Barking and Dagenham,00ABFX,E05000026,Abbey,11,Female,2007
77.6,82.5,80.0,Barking and Dagenham,00ABFX,E05000026,Abbey,12,Male,2008
79.7,84.7,82.2,Barking and Dagenham,00ABFX,E05000026,Abbey,12,Female,2008
77.6,82.7,80.2,Barking and Dagenham,00ABFX,E05000026,Abbey,13,Male,2009
81.3,86.5,83.9,Barking and Dagenham,00ABFX,E05000026,Abbey,13,Female,2009
77.5,82.4,80.0,Barking and Dagenham,00ABFX,E05000026,Abbey,14,Male,2010
81.0,86.3,83.6,Barking and Dagenham,00ABFX,E05000026,Abbey,14,Female,2010
71.3,75.3,73.3,Barking and Dagenham,00ABFY,E05000027,Alibon,2003,Male,1999
77.3,80.6,78.9,Barking and Dagenham,00ABFY,E05000027,Alibon,2003,Female,1999
71.4,75.2,73.3,Barking and Dagenham,00ABFY,E05000027,Alibon,2004,Male,2000
77.9,81.3,79.6,Barking and Dagenham,00ABFY,E05000027,Alibon,2004,Female,2000
72.5,76.1,74.3,Barking and Dagenham,00ABFY,E05000027,Alibon,2005,Male,2001
78.0,81.7,79.9,Barking and Dagenham,00ABFY,E05000027,Alibon,2005,Female,2001
72.9,76.3,74.6,Barking and Dagenham,00ABFY,E05000027,Alibon,06,Male,2002
77.8,81.7,79.8,Barking and Dagenham,00ABFY,E05000027,Alibon,06,Female,2002
73.6,77.1,75.4,Barking and Dagenham,00ABFY,E05000027,Alibon,07,Male,2003
77.6,81.6,79.6,Barking and Dagenham,00ABFY,E05000027,Alibon,07,Female,2003
72.9,76.5,74.7,Barking and Dagenham,00ABFY,E05000027,Alibon,08,Male,2004
78.4,82.5,80.4,Barking and Dagenham,00ABFY,E05000027,Alibon,08,Female,2004
73.7,77.3,75.5,Barking and Dagenham,00ABFY,E05000027,Alibon,09,Male,2005
78.2,81.8,80.0,Barking and Dagenham,00ABFY,E05000027,Alibon,09,Female,2005
74.5,78.1,76.3,Barking and Dagenham,00ABFY,E05000027,Alibon,10,Male,2006
78.4,81.9,80.1,Barking and Dagenham,00ABFY,E05000027,Alibon,10,Female,2006
74.0,77.9,76.0,Barking and Dagenham,00ABFY,E05000027,Alibon,11,Male,2007
78.7,82.4,80.6,Barking and Dagenham,00ABFY,E05000027,Alibon,11,Female,2007
73.8,77.7,75.8,Barking and Dagenham,00ABFY,E05000027,Alibon,12,Male,2008
78.5,82.4,80.4,Barking and Dagenham,00ABFY,E05000027,Alibon,12,Female,2008
75.2,79.2,77.2,Barking and Dagenham,00ABFY,E05000027,Alibon,13,Male,2009
78.6,82.6,80.6,Barking and Dagenham,00ABFY,E05000027,Alibon,13,Female,2009
74.9,79.1,77.0,Barking and Dagenham,00ABFY,E05000027,Alibon,14,Male,2010
79.3,83.6,81.4,Barking and Dagenham,00ABFY,E05000027,Alibon,14,Female,2010
73.2,76.6,74.9,Barking and Dagenham,00ABFZ,E05000028,Becontree,2003,Male,1999
79.1,83.0,81.0,Barking and Dagenham,00ABFZ,E05000028,Becontree,2003,Female,1999
73.4,76.8,75.1,Barking and Dagenham,00ABFZ,E05000028,Becontree,2004,Male,2000
80.3,84.3,82.3,Barking and Dagenham,00ABFZ,E05000028,Becontree,2004,Female,2000
72.7,76.1,74.4,Barking and Dagenham,00ABFZ,E05000028,Becontree,2005,Male,2001
80.8,84.8,82.8,Barking and Dagenham,00ABFZ,E05000028,Becontree,2005,Female,2001
73.5,77.7,75.6,Barking and Dagenham,00ABFZ,E05000028,Becontree,06,Male,2002
80.9,84.6,82.8,Barking and Dagenham,00ABFZ,E05000028,Becontree,06,Female,2002
72.8,76.7,74.8,Barking and Dagenham,00ABFZ,E05000028,Becontree,07,Male,2003
81.3,84.9,83.1,Barking and Dagenham,00ABFZ,E05000028,Becontree,07,Female,2003
73.9,78.0,76.0,Barking and Dagenham,00ABFZ,E05000028,Becontree,08,Male,2004
80.4,84.1,82.3,Barking and Dagenham,00ABFZ,E05000028,Becontree,08,Female,2004
74.0,77.8,75.9,Barking and Dagenham,00ABFZ,E05000028,Becontree,09,Male,2005
79.1,82.5,80.8,Barking and Dagenham,00ABFZ,E05000028,Becontree,09,Female,2005
75.5,79.4,77.4,Barking and Dagenham,00ABFZ,E05000028,Becontree,10,Male,2006
78.5,82.0,80.3,Barking and Dagenham,00ABFZ,E05000028,Becontree,10,Female,2006
75.6,79.4,77.5,Barking and Dagenham,00ABFZ,E05000028,Becontree,11,Male,2007
78.1,81.5,79.8,Barking and Dagenham,00ABFZ,E05000028,Becontree,11,Female,2007
77.1,80.8,78.9,Barking and Dagenham,00ABFZ,E05000028,Becontree,12,Male,2008
77.2,80.6,78.9,Barking and Dagenham,00ABFZ,E05000028,Becontree,12,Female,2008
77.2,80.8,79.0,Barking and Dagenham,00ABFZ,E05000028,Becontree,13,Male,2009
77.7,81.0,79.3,Barking and Dagenham,00ABFZ,E05000028,Becontree,13,Female,2009
77.1,80.8,79.0,Barking and Dagenham,00ABFZ,E05000028,Becontree,14,Male,2010
77.6,80.8,79.2,Barking and Dagenham,00ABFZ,E05000028,Becontree,14,Female,2010
76.5,80.1,78.3,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,2003,Male,1999
76.5,80.5,78.5,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,2003,Female,1999
77.4,80.9,79.2,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,2004,Male,2000
76.9,80.7,78.8,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,2004,Female,2000
76.8,80.3,78.5,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,2005,Male,2001
78.2,81.6,79.9,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,2005,Female,2001
76.0,79.7,77.8,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,06,Male,2002
78.4,81.6,80.0,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,06,Female,2002
75.9,79.7,77.8,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,07,Male,2003
79.1,82.4,80.8,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,07,Female,2003
75.9,80.0,78.0,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,08,Male,2004
79.1,82.5,80.8,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,08,Female,2004
76.5,80.8,78.7,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,09,Male,2005
79.0,82.7,80.9,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,09,Female,2005
76.4,80.8,78.6,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,10,Male,2006
78.9,82.7,80.8,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,10,Female,2006
77.1,81.5,79.3,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,11,Male,2007
79.5,83.3,81.4,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,11,Female,2007
77.1,81.0,79.1,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,12,Male,2008
79.2,82.8,81.0,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,12,Female,2008
77.3,81.1,79.2,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,13,Male,2009
80.4,84.0,82.2,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,13,Female,2009
77.3,80.9,79.1,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,14,Male,2010
81.1,84.3,82.7,Barking and Dagenham,00ABGA,E05000029,Chadwell Heath,14,Female,2010
72.9,75.9,74.4,Barking and Dagenham,00ABGB,E05000030,Eastbrook,2003,Male,1999
77.1,79.6,78.4,Barking and Dagenham,00ABGB,E05000030,Eastbrook,2003,Female,1999
74.1,76.9,75.5,Barking and Dagenham,00ABGB,E05000030,Eastbrook,2004,Male,2000
77.6,80.0,78.8,Barking and Dagenham,00ABGB,E05000030,Eastbrook,2004,Female,2000
74.1,76.8,75.4,Barking and Dagenham,00ABGB,E05000030,Eastbrook,2005,Male,2001
77.4,79.9,78.6,Barking and Dagenham,00ABGB,E05000030,Eastbrook,2005,Female,2001
74.2,77.0,75.6,Barking and Dagenham,00ABGB,E05000030,Eastbrook,06,Male,2002
77.4,79.9,78.6,Barking and Dagenham,00ABGB,E05000030,Eastbrook,06,Female,2002
73.9,76.8,75.3,Barking and Dagenham,00ABGB,E05000030,Eastbrook,07,Male,2003
77.6,80.1,78.8,Barking and Dagenham,00ABGB,E05000030,Eastbrook,07,Female,2003
74.7,77.9,76.3,Barking and Dagenham,00ABGB,E05000030,Eastbrook,08,Male,2004
78.0,80.7,79.3,Barking and Dagenham,00ABGB,E05000030,Eastbrook,08,Female,2004
74.0,77.3,75.6,Barking and Dagenham,00ABGB,E05000030,Eastbrook,09,Male,2005
77.8,80.6,79.2,Barking and Dagenham,00ABGB,E05000030,Eastbrook,09,Female,2005
75.1,78.4,76.8,Barking and Dagenham,00ABGB,E05000030,Eastbrook,10,Male,2006
77.8,80.7,79.2,Barking and Dagenham,00ABGB,E05000030,Eastbrook,10,Female,2006
74.9,78.2,76.5,Barking and Dagenham,00ABGB,E05000030,Eastbrook,11,Male,2007
78.1,81.2,79.6,Barking and Dagenham,00ABGB,E05000030,Eastbrook,11,Female,2007
75.4,78.8,77.1,Barking and Dagenham,00ABGB,E05000030,Eastbrook,12,Male,2008
79.1,82.2,80.6,Barking and Dagenham,00ABGB,E05000030,Eastbrook,12,Female,2008
75.5,78.7,77.1,Barking and Dagenham,00ABGB,E05000030,Eastbrook,13,Male,2009
79.6,82.6,81.1,Barking and Dagenham,00ABGB,E05000030,Eastbrook,13,Female,2009
76.8,79.8,78.3,Barking and Dagenham,00ABGB,E05000030,Eastbrook,14,Male,2010
79.8,82.8,81.3,Barking and Dagenham,00ABGB,E05000030,Eastbrook,14,Female,2010
72.3,75.6,74.0,Barking and Dagenham,00ABGC,E05000031,Eastbury,2003,Male,1999
77.8,80.9,79.4,Barking and Dagenham,00ABGC,E05000031,Eastbury,2003,Female,1999
72.4,75.9,74.1,Barking and Dagenham,00ABGC,E05000031,Eastbury,2004,Male,2000
79.0,82.1,80.5,Barking and Dagenham,00ABGC,E05000031,Eastbury,2004,Female,2000
72.9,76.3,74.6,Barking and Dagenham,00ABGC,E05000031,Eastbury,2005,Male,2001
79.3,82.5,80.9,Barking and Dagenham,00ABGC,E05000031,Eastbury,2005,Female,2001
73.4,77.0,75.2,Barking and Dagenham,00ABGC,E05000031,Eastbury,06,Male,2002
79.7,82.9,81.3,Barking and Dagenham,00ABGC,E05000031,Eastbury,06,Female,2002
74.8,78.4,76.6,Barking and Dagenham,00ABGC,E05000031,Eastbury,07,Male,2003
80.2,83.6,81.9,Barking and Dagenham,00ABGC,E05000031,Eastbury,07,Female,2003
75.5,79.4,77.5,Barking and Dagenham,00ABGC,E05000031,Eastbury,08,Male,2004
80.8,84.6,82.7,Barking and Dagenham,00ABGC,E05000031,Eastbury,08,Female,2004
76.1,80.0,78.0,Barking and Dagenham,00ABGC,E05000031,Eastbury,09,Male,2005
80.6,84.4,82.5,Barking and Dagenham,00ABGC,E05000031,Eastbury,09,Female,2005
76.2,80.0,78.1,Barking and Dagenham,00ABGC,E05000031,Eastbury,10,Male,2006
81.5,85.5,83.5,Barking and Dagenham,00ABGC,E05000031,Eastbury,10,Female,2006
76.8,80.6,78.7,Barking and Dagenham,00ABGC,E05000031,Eastbury,11,Male,2007
82.2,86.3,84.2,Barking and Dagenham,00ABGC,E05000031,Eastbury,11,Female,2007
76.7,80.6,78.6,Barking and Dagenham,00ABGC,E05000031,Eastbury,12,Male,2008
82.5,86.8,84.6,Barking and Dagenham,00ABGC,E05000031,Eastbury,12,Female,2008
76.9,80.9,78.9,Barking and Dagenham,00ABGC,E05000031,Eastbury,13,Male,2009
82.7,87.2,84.9,Barking and Dagenham,00ABGC,E05000031,Eastbury,13,Female,2009
76.3,80.7,78.5,Barking and Dagenham,00ABGC,E05000031,Eastbury,14,Male,2010
83.3,87.9,85.6,Barking and Dagenham,00ABGC,E05000031,Eastbury,14,Female,2010
70.5,74.2,72.4,Barking and Dagenham,00ABGD,E05000032,Gascoigne,2003,Male,1999
77.6,81.6,79.6,Barking and Dagenham,00ABGD,E05000032,Gascoigne,2003,Female,1999
70.1,74.0,72.0,Barking and Dagenham,00ABGD,E05000032,Gascoigne,2004,Male,2000
76.8,81.1,78.9,Barking and Dagenham,00ABGD,E05000032,Gascoigne,2004,Female,2000
69.2,73.2,71.2,Barking and Dagenham,00ABGD,E05000032,Gascoigne,2005,Male,2001
77.2,81.5,79.3,Barking and Dagenham,00ABGD,E05000032,Gascoigne,2005,Female,2001
70.0,73.9,72.0,Barking and Dagenham,00ABGD,E05000032,Gascoigne,06,Male,2002
76.7,81.4,79.1,Barking and Dagenham,00ABGD,E05000032,Gascoigne,06,Female,2002
71.8,75.6,73.7,Barking and Dagenham,00ABGD,E05000032,Gascoigne,07,Male,2003
77.5,82.5,80.0,Barking and Dagenham,00ABGD,E05000032,Gascoigne,07,Female,2003
71.6,75.6,73.6,Barking and Dagenham,00ABGD,E05000032,Gascoigne,08,Male,2004
78.4,83.6,81.0,Barking and Dagenham,00ABGD,E05000032,Gascoigne,08,Female,2004
72.0,75.9,74.0,Barking and Dagenham,00ABGD,E05000032,Gascoigne,09,Male,2005
79.1,84.5,81.8,Barking and Dagenham,00ABGD,E05000032,Gascoigne,09,Female,2005
73.0,76.9,74.9,Barking and Dagenham,00ABGD,E05000032,Gascoigne,10,Male,2006
78.7,84.2,81.4,Barking and Dagenham,00ABGD,E05000032,Gascoigne,10,Female,2006
73.1,77.1,75.1,Barking and Dagenham,00ABGD,E05000032,Gascoigne,11,Male,2007
80.7,86.0,83.3,Barking and Dagenham,00ABGD,E05000032,Gascoigne,11,Female,2007
72.3,76.5,74.4,Barking and Dagenham,00ABGD,E05000032,Gascoigne,12,Male,2008
78.9,83.5,81.2,Barking and Dagenham,00ABGD,E05000032,Gascoigne,12,Female,2008
73.4,77.6,75.5,Barking and Dagenham,00ABGD,E05000032,Gascoigne,13,Male,2009
78.9,83.3,81.1,Barking and Dagenham,00ABGD,E05000032,Gascoigne,13,Female,2009
74.6,79.2,76.9,Barking and Dagenham,00ABGD,E05000032,Gascoigne,14,Male,2010
78.2,82.4,80.3,Barking and Dagenham,00ABGD,E05000032,Gascoigne,14,Female,2010
73.4,76.7,75.0,Barking and Dagenham,00ABGE,E05000033,Goresbrook,2003,Male,1999
77.1,81.0,79.0,Barking and Dagenham,00ABGE,E05000033,Goresbrook,2003,Female,1999
74.4,77.8,76.1,Barking and Dagenham,00ABGE,E05000033,Goresbrook,2004,Male,2000
76.9,80.8,78.9,Barking and Dagenham,00ABGE,E05000033,Goresbrook,2004,Female,2000
74.0,77.6,75.8,Barking and Dagenham,00ABGE,E05000033,Goresbrook,2005,Male,2001
76.7,80.6,78.7,Barking and Dagenham,00ABGE,E05000033,Goresbrook,2005,Female,2001
73.8,77.4,75.6,Barking and Dagenham,00ABGE,E05000033,Goresbrook,06,Male,2002
76.4,80.3,78.3,Barking and Dagenham,00ABGE,E05000033,Goresbrook,06,Female,2002
75.2,79.1,77.1,Barking and Dagenham,00ABGE,E05000033,Goresbrook,07,Male,2003
76.7,80.6,78.7,Barking and Dagenham,00ABGE,E05000033,Goresbrook,07,Female,2003
76.1,80.3,78.2,Barking and Dagenham,00ABGE,E05000033,Goresbrook,08,Male,2004
77.3,81.1,79.2,Barking and Dagenham,00ABGE,E05000033,Goresbrook,08,Female,2004
75.0,78.8,76.9,Barking and Dagenham,00ABGE,E05000033,Goresbrook,09,Male,2005
78.1,81.8,79.9,Barking and Dagenham,00ABGE,E05000033,Goresbrook,09,Female,2005
76.0,79.9,78.0,Barking and Dagenham,00ABGE,E05000033,Goresbrook,10,Male,2006
79.0,82.7,80.9,Barking and Dagenham,00ABGE,E05000033,Goresbrook,10,Female,2006
75.6,79.3,77.5,Barking and Dagenham,00ABGE,E05000033,Goresbrook,11,Male,2007
79.7,83.1,81.4,Barking and Dagenham,00ABGE,E05000033,Goresbrook,11,Female,2007
75.0,78.7,76.8,Barking and Dagenham,00ABGE,E05000033,Goresbrook,12,Male,2008
80.7,84.1,82.4,Barking and Dagenham,00ABGE,E05000033,Goresbrook,12,Female,2008
75.5,79.4,77.5,Barking and Dagenham,00ABGE,E05000033,Goresbrook,13,Male,2009
81.0,84.7,82.8,Barking and Dagenham,00ABGE,E05000033,Goresbrook,13,Female,2009
76.5,80.6,78.5,Barking and Dagenham,00ABGE,E05000033,Goresbrook,14,Male,2010
81.1,85.0,83.1,Barking and Dagenham,00ABGE,E05000033,Goresbrook,14,Female,2010
71.1,74.9,73.0,Barking and Dagenham,00ABGF,E05000034,Heath,2003,Male,1999
76.8,80.3,78.6,Barking and Dagenham,00ABGF,E05000034,Heath,2003,Female,1999
72.3,76.0,74.1,Barking and Dagenham,00ABGF,E05000034,Heath,2004,Male,2000
77.0,80.7,78.9,Barking and Dagenham,00ABGF,E05000034,Heath,2004,Female,2000
72.9,76.5,74.7,Barking and Dagenham,00ABGF,E05000034,Heath,2005,Male,2001
77.3,81.0,79.1,Barking and Dagenham,00ABGF,E05000034,Heath,2005,Female,2001
72.3,75.9,74.1,Barking and Dagenham,00ABGF,E05000034,Heath,06,Male,2002
76.4,80.0,78.2,Barking and Dagenham,00ABGF,E05000034,Heath,06,Female,2002
73.3,76.9,75.1,Barking and Dagenham,00ABGF,E05000034,Heath,07,Male,2003
76.3,79.9,78.1,Barking and Dagenham,00ABGF,E05000034,Heath,07,Female,2003
73.8,77.4,75.6,Barking and Dagenham,00ABGF,E05000034,Heath,08,Male,2004
76.5,80.1,78.3,Barking and Dagenham,00ABGF,E05000034,Heath,08,Female,2004
73.8,77.2,75.5,Barking and Dagenham,00ABGF,E05000034,Heath,09,Male,2005
77.3,80.7,79.0,Barking and Dagenham,00ABGF,E05000034,Heath,09,Female,2005
73.1,76.6,74.8,Barking and Dagenham,00ABGF,E05000034,Heath,10,Male,2006
77.2,80.5,78.9,Barking and Dagenham,00ABGF,E05000034,Heath,10,Female,2006
74.2,77.7,76.0,Barking and Dagenham,00ABGF,E05000034,Heath,11,Male,2007
78.0,81.4,79.7,Barking and Dagenham,00ABGF,E05000034,Heath,11,Female,2007
74.4,77.7,76.0,Barking and Dagenham,00ABGF,E05000034,Heath,12,Male,2008
78.0,81.4,79.7,Barking and Dagenham,00ABGF,E05000034,Heath,12,Female,2008
74.9,78.1,76.5,Barking and Dagenham,00ABGF,E05000034,Heath,13,Male,2009
78.4,81.8,80.1,Barking and Dagenham,00ABGF,E05000034,Heath,13,Female,2009
75.4,78.8,77.1,Barking and Dagenham,00ABGF,E05000034,Heath,14,Male,2010
78.9,82.3,80.6,Barking and Dagenham,00ABGF,E05000034,Heath,14,Female,2010
74.1,77.4,75.8,Barking and Dagenham,00ABGG,E05000035,Longbridge,2003,Male,1999
80.8,84.3,82.5,Barking and Dagenham,00ABGG,E05000035,Longbridge,2003,Female,1999
75.0,78.1,76.6,Barking and Dagenham,00ABGG,E05000035,Longbridge,2004,Male,2000
80.9,84.6,82.7,Barking and Dagenham,00ABGG,E05000035,Longbridge,2004,Female,2000
75.1,78.1,76.6,Barking and Dagenham,00ABGG,E05000035,Longbridge,2005,Male,2001
79.8,83.3,81.5,Barking and Dagenham,00ABGG,E05000035,Longbridge,2005,Female,2001
75.2,78.5,76.8,Barking and Dagenham,00ABGG,E05000035,Longbridge,06,Male,2002
80.4,84.5,82.4,Barking and Dagenham,00ABGG,E05000035,Longbridge,06,Female,2002
75.7,79.3,77.5,Barking and Dagenham,00ABGG,E05000035,Longbridge,07,Male,2003
80.7,84.4,82.5,Barking and Dagenham,00ABGG,E05000035,Longbridge,07,Female,2003
75.8,79.4,77.6,Barking and Dagenham,00ABGG,E05000035,Longbridge,08,Male,2004
81.3,85.3,83.3,Barking and Dagenham,00ABGG,E05000035,Longbridge,08,Female,2004
75.7,79.5,77.6,Barking and Dagenham,00ABGG,E05000035,Longbridge,09,Male,2005
81.6,85.3,83.4,Barking and Dagenham,00ABGG,E05000035,Longbridge,09,Female,2005
76.2,80.2,78.2,Barking and Dagenham,00ABGG,E05000035,Longbridge,10,Male,2006
83.1,86.6,84.9,Barking and Dagenham,00ABGG,E05000035,Longbridge,10,Female,2006
76.2,80.1,78.1,Barking and Dagenham,00ABGG,E05000035,Longbridge,11,Male,2007
83.0,86.7,84.8,Barking and Dagenham,00ABGG,E05000035,Longbridge,11,Female,2007
77.4,81.1,79.2,Barking and Dagenham,00ABGG,E05000035,Longbridge,12,Male,2008
84.5,88.5,86.5,Barking and Dagenham,00ABGG,E05000035,Longbridge,12,Female,2008
76.7,80.6,78.7,Barking and Dagenham,00ABGG,E05000035,Longbridge,13,Male,2009
83.8,87.6,85.7,Barking and Dagenham,00ABGG,E05000035,Longbridge,13,Female,2009
76.5,80.4,78.4,Barking and Dagenham,00ABGG,E05000035,Longbridge,14,Male,2010
84.2,88.4,86.3,Barking and Dagenham,00ABGG,E05000035,Longbridge,14,Female,2010
72.0,75.4,73.7,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,2003,Male,1999
78.4,81.8,80.1,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,2003,Female,1999
72.4,76.0,74.2,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,2004,Male,2000
79.0,82.5,80.7,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,2004,Female,2000
73.2,76.8,75.0,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,2005,Male,2001
78.6,82.2,80.4,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,2005,Female,2001
73.0,76.7,74.8,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,06,Male,2002
77.8,81.3,79.5,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,06,Female,2002
73.1,76.7,74.9,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,07,Male,2003
77.9,81.3,79.6,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,07,Female,2003
73.1,76.9,75.0,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,08,Male,2004
77.8,81.0,79.4,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,08,Female,2004
72.7,76.2,74.4,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,09,Male,2005
77.3,80.7,79.0,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,09,Female,2005
72.9,76.7,74.8,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,10,Male,2006
78.4,82.0,80.2,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,10,Female,2006
73.9,77.6,75.8,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,11,Male,2007
78.9,82.7,80.8,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,11,Female,2007
74.8,78.4,76.6,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,12,Male,2008
79.5,83.3,81.4,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,12,Female,2008
75.0,78.5,76.8,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,13,Male,2009
81.0,85.5,83.3,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,13,Female,2009
75.6,79.2,77.4,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,14,Male,2010
81.7,86.4,84.0,Barking and Dagenham,00ABGH,E05000036,Mayesbrook,14,Female,2010
71.6,75.4,73.5,Barking and Dagenham,00ABGJ,E05000037,Parsloes,2003,Male,1999
79.0,82.9,81.0,Barking and Dagenham,00ABGJ,E05000037,Parsloes,2003,Female,1999
73.3,77.3,75.3,Barking and Dagenham,00ABGJ,E05000037,Parsloes,2004,Male,2000
79.0,82.9,80.9,Barking and Dagenham,00ABGJ,E05000037,Parsloes,2004,Female,2000
74.3,78.1,76.2,Barking and Dagenham,00ABGJ,E05000037,Parsloes,2005,Male,2001
78.3,82.1,80.2,Barking and Dagenham,00ABGJ,E05000037,Parsloes,2005,Female,2001
73.9,77.4,75.6,Barking and Dagenham,00ABGJ,E05000037,Parsloes,06,Male,2002
77.7,81.6,79.7,Barking and Dagenham,00ABGJ,E05000037,Parsloes,06,Female,2002
73.6,77.0,75.3,Barking and Dagenham,00ABGJ,E05000037,Parsloes,07,Male,2003
77.5,81.4,79.4,Barking and Dagenham,00ABGJ,E05000037,Parsloes,07,Female,2003
73.0,76.4,74.7,Barking and Dagenham,00ABGJ,E05000037,Parsloes,08,Male,2004
78.1,82.1,80.1,Barking and Dagenham,00ABGJ,E05000037,Parsloes,08,Female,2004
72.5,76.0,74.2,Barking and Dagenham,00ABGJ,E05000037,Parsloes,09,Male,2005
79.1,83.2,81.1,Barking and Dagenham,00ABGJ,E05000037,Parsloes,09,Female,2005
72.5,76.1,74.3,Barking and Dagenham,00ABGJ,E05000037,Parsloes,10,Male,2006
80.7,85.0,82.8,Barking and Dagenham,00ABGJ,E05000037,Parsloes,10,Female,2006
73.4,77.2,75.3,Barking and Dagenham,00ABGJ,E05000037,Parsloes,11,Male,2007
81.3,85.4,83.4,Barking and Dagenham,00ABGJ,E05000037,Parsloes,11,Female,2007
73.9,77.5,75.7,Barking and Dagenham,00ABGJ,E05000037,Parsloes,12,Male,2008
81.5,85.3,83.4,Barking and Dagenham,00ABGJ,E05000037,Parsloes,12,Female,2008
74.2,78.0,76.1,Barking and Dagenham,00ABGJ,E05000037,Parsloes,13,Male,2009
81.4,85.5,83.5,Barking and Dagenham,00ABGJ,E05000037,Parsloes,13,Female,2009
74.4,78.1,76.3,Barking and Dagenham,00ABGJ,E05000037,Parsloes,14,Male,2010
81.4,85.1,83.2,Barking and Dagenham,00ABGJ,E05000037,Parsloes,14,Female,2010
70.6,73.9,72.3,Barking and Dagenham,00ABGK,E05000038,River,2003,Male,1999
75.8,78.9,77.4,Barking and Dagenham,00ABGK,E05000038,River,2003,Female,1999
71.0,74.3,72.6,Barking and Dagenham,00ABGK,E05000038,River,2004,Male,2000
75.6,78.7,77.2,Barking and Dagenham,00ABGK,E05000038,River,2004,Female,2000
